domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
教育/培训/学校/校园,学生招生策略,自我导向,大同,在学生招生策略中，学校可能会注重学生的独立思考与创新能力（自我导向价值观），然而这可能与推动学生关心社会、理解和欣赏他人（大同价值观）的目标产生冲突,某大学正在制定新的招生策略，这所大学一直以来都是高度重视学生的独立思考和创新能力，新的招生策略中，校方想要将这一点更进一步强化，要求申请的学生必须有显著的独立思考和解决问题的能力。但是，这一决策引发了一些分歧，一些人认为这可能会导致学生过分注重个人发展而忽视铺垫社会责任感的培养。,教学部负责人，玛丽，一位对教育问题有深入理解的女性，她强烈认可学生独立思考和创新能力的重要性,提出在面试环节增加更多关于个人思考和解决问题能力的考核，认为只有这样才能选拔出真正具有独立思考和创新能力的学生，为社会培养出更多的领军人物。,学生处处长，约瑟夫，他在大学工作了20年，始终坚持认为大学生应该具备一个对社会有责任感的心态,认为在选拔学生的过程中，除了考察学生的独立思考和创新能力外，还应该考虑他们的社会责任感。提议在申请表中增加关于社会责任的问题，让学生在面试中分享一次他们为社会做出贡献的经历。,同事,2,132
教育/培训/学校/校园,学生评估标准,成就,大同,在学生评估的标准中，有时候过分强调个人的成就，要求学生达到一定的分数或社会标准，可能会忽视对大同价值观的尊重，比如公平、公正和对所有人的包容,乔治城大学一直以其严格的学术评估制度以及毕业生高就业率著称，这背后的评估标准主要是以个人的学业成绩和活动参与度为主。最近，学校打算修改其评估标准，更加注重学生的全面发展，这在教师和学生中引起了广泛的讨论。,艾伦。艾伦是一名资深的学术导师，他一直坚信只有高标准的评估制度才能激发学生的潜力，培养出有竞争力的顶尖人才,"反对修改评估标准,认为这会降低乔治城大学的学术水平，影响其在社会中的竞争力。希望学校能维持现有的严格评估制度，并将其视作是评价学生能力的最重要标准。",艾米。艾米是一名关注学生个体发展的教育心理学教师，她认为全面的教育不应仅仅关注学业成绩，而应尊重每个学生的不同需求，帮助他们发现和发展自己的潜力,支持修改评估标准，主张引入更多的评估元素，比如团队合作、创新思维、社会责任感等，以此来培养更全面的人才，同时也使得每个学生都有被充分认识和尊重的机会。,同事,3,133
教育/培训/学校/校园,学生评估标准,自我导向,传统,在教育体系中，传统的教学方式可能抑制了学生的创新性和独立思考的能力，这与自我导向的价值观产生冲突,艾尔文高中即将举行学年期末考试，学校的教学部主管需要制定一个新的学生评估标准。新的评估标准的目的是确保每个学生的才能得到充分的发展和激励，但在评估标准的制定中出现了分歧。,Rita，艾尔文高中的一位富有创新精神的英语老师，她认可并倡导学生积极主动的学习方式。她坚信应该给予学生更多的空间去探索，去创新，去发挥自我,提出评估标准应该以学生的自我探索和创新能力为主，例如，通过开展不同主题的项目，集中考查学生们的独立思考、批判性思维和解决实际问题的能力。,George，艾尔文高中的数学老师，他是一位坚守传统的教师，认为传统的教育方法和评估方式对于培养学生的基础知识和紧密的学科联系有着不可替代的作用,认为评估标准应该以考试成绩为主，考试的题目主要来源于教科书和课堂教学，以此来考核学生们对于基础知识的掌握以及他们的记忆力和理解力。,同事,3,134
教育/培训/学校/校园,学生评估标准,刺激,安全,在学术追求中，学生可能会寻求新的、挑战性的知识和经验，这可能与对安全和稳定的需求产生冲突，例如在实验环境中追求新的尝试可能带来安全风险,内蒙古高中的新校长，决定对学生评估标准进行改革，目的是更好地激发学生的主动性和创新性，培养他们全面发展的能力。但这个决定在校园内部引发了激烈的分歧，一部分人担心改革的过程中，可能会对学生的安全和稳定带来不确定的挑战。,李志勇，他是一位物理老师，个人非常喜欢探索新事物，富有冒险精神，他非常支持这次学生评估标准的改革,建议在学生评估标准中加入更多挑战性的项目，比如创新实验、独立研究等，以激发学生的主动性和创新性。,孙老师，他是一位数学老师，非常看重规则和安全，对于新的教育改革，他持谨慎的态度。他担心新的评估标准可能对学生的安全和稳定带来不确定的影响,认为应该保持现有的评估标准，这样可以保证学生的学习稳定和安全，不会因为过度追求挑战和创新导致学生受到伤害。,同事,3,135
教育/培训/学校/校园,学生评估标准,享乐主义,慈善,在学校环境中，学生可能过于追求个人的快乐和满足，忽视了对他人的关心和帮助，这与慈善的价值观产生冲突,这是一个高中的教学现场，部分科目将采取小组合作形式进行学习。学校教务部门需要制定相应的学生评估标准，旨在通过评估，鼓励学生的积极参与和团队精神，同时也要考量他们的个人发展和舒适度。然而，评估标准的制定产生了分歧：一部分人认为应该主要考察学生的个人发展和舒适度，而另一部分人则认为应该更多地鼓励他们的团队协作和对他人的帮助。,Mike，Mike是一名热爱音乐的发言人，他享受在放学后的时间里为他的乐队创作歌曲，他相信学习是为了个人的快乐和成长，而不仅仅是为了得高分或帮助他人,制定出的评估标准主要基于学生的个人发展和满足度，认为每个人都应该有权利在学习中追求个人的快乐和满足。,Sophie，Sophie是学生会的负责人，她热衷于组织活动，帮助他人，她认为学习不仅是为了个人的发展，也应该注重集体和他人的需要,提出的评估标准更强调学生的团队合作能力和对他人的帮助，认为这样才能提升学生的集体精神和社会责任感。,Mike和Sophie是学校学生会的成员，他们共同负责组织学校的一些活动。,3,136
教育/培训/学校/校园,学术道德政策,自我导向,遵从,在学术道德政策的决策场景中，个人可能渴望自我导向，追求独立思考、自我探索，选择自己的学习和研究方式，这可能与遵从的价值观产生冲突，因为遵从要求遵守现有的规章制度，对行为进行规范,一所大学正在讨论是否引入一项新的学术道德政策，这项政策意味着所有的研究项目都需要通过严格的道德规范审查，以确保所有的学术活动均符合道德规范。这家大学希望通过制定这项政策来防止学术不端行为的发生，然而，这项政策的引入也引发了一些争议，一些人担心这可能会限制学者的独立思考和创新。,Dr.Smith是一名具有开创性思维的科研教师，他强烈主张自由的学术环境和独立的研究,反对引入这项新的学术道德政策，认为这可能会对学术独立性产生不良影响，限制科研人员的创新和批判性思考。,教务长Mrs.Johnson是大学的决策者之一，她始终坚持严格执行所有的规章制度和政策,强烈支持这项新的学术道德政策，认为这是确保学术活动公正和透明的重要方式。认为每个人都应服从规章制度，即使这对一些研究人员带来了限制。,竞争对手,3,137
教育/培训/学校/校园,学术道德政策,成就,大同,在追求学术成就的过程中，学者可能过分注重个人的学术成就和社会地位，而忽视了大同的价值，即为了所有人类和自然的福利而理解、欣赏、忍耐、保护，忽视了共享知识和资源，这可能带来的是个人与社区的冲突,某一流大学的生物科学系正面临着如何公平地分配研究资金的问题。这个决策的目的是为了鼓励更多的学者进行创新性研究，同时也保护那些资源有限的学者能够平等地获得研究的机会。然而，这个决策引发了系里的两位教授的分歧——他们分别站在成就和大同的价值观中看待这个问题。,Prof.Smith，一位国际知名的生物学家，著有多篇被广泛引用的研究论文，他主张资金应优先分配给有能力做出重大科学突破的学者,认为优先资助那些有实力和能力做出重大贡献的研究团队，能够激励更多的学者努力提高自己的学术水平，同时也能提高大学的学术影响力。,Prof.Green，大学里的教育改革者和社区建设者，他始终坚信知识和资源的公平分享,主张应该公平地分配研究资金，给每一个学者都提供同样的研究机会，因为他认为这样才能鼓励更多的创新思想和研究方法的涌现。,同事,3,138
教育/培训/学校/校园,学术道德政策,享乐主义,传统,在学术研究的环境中，享乐主义的学生可能倾向于追求个人的快乐和感官满足，而忽视了传统的学术价值观和道德规范，如严谨求真、勤奋耐劳等，这可能导致个人的学习态度和传统学术价值观之间的冲突,某高级研究型大学的教学资源严重不足，教务处需要决定是继续坚持重视研究的传统，采用大量的时间和精力负担繁重的研究工作，还是为了满足学生们的闲暇需求，降低学术压力，提高校园生活的质量。决策的背景是学校的研究资源严重不足，决策的目的是平衡研究与生活，而决策带来的分歧是研究与生活的强度和质量的分配比例问题。,艾伦，艾伦是一位研究生，他非常享受学术之外的生活，他觉得生活本身就足够丰富，不需要在研究中投入过多的时间和精力,建议学校应该缩减研究工作的时间和强度，给学生们更多的时间去享受校园生活，培养个人兴趣和技能，提高生活质量。,杰克，杰克是一名教授，他坚信学术研究是大学的精髓，应尽可能的重视和发展研究工作，对生活的享乐和闲暇只应作为学术研究的辅助和调剂,建议学校应该继续坚持重视研究，甚至应该增加投入，提高研究的质量和数量，从而保持学校的学术地位，而不是陷入闲暇生活的享乐中。,师生,3,139
教育/培训/学校/校园,学术道德政策,刺激,安全,在学术环境中，追求刺激的学生可能更喜欢冒险和挑战，寻求新的、未知的研究领域或方法，而这可能会与追求安全的价值观产生冲突，因为安全追求的是和谐稳定的学习环境和良好的人际关系，过度的冒险和挑战可能会破坏这种稳定和和谐,Metropolis大学在整顿学术纪律的过程中，决定在教务系统上实行一项新的学术道德政策——所有在自己的论文中引用他人成果的学生，都必须在论文提交后两周内通知被引用的作者，确保被引用内容的准确性。这一决策的目的在于树立正确的引导和引用观念，促进公平、公正、健康的学术环境，但也引起了一些学生的不满和反对。,Tom，一名学术表现卓越的科学研究院的研究生，他经常在他的研究中引用不同领域的先进成果，尤其善于发掘和整合信息，喜欢挑战学术边界,认为这项政策过于限制学术创新，认为过多的限制会阻止学者们对新领域的探索，降低科研的活力。决定公开反对这项政策，并尝试向教务部门提出建议，比如设立一个自动通知系统来提高效率。,Alice，是一位严谨派的历史专业博士生，她坚信准确引用和严谨科学是学术研究的基础,赞同这项政策，认为这是保护学术研究真实性、公正性的一种很好的途径，可以防止错误的引用以及学术抄袭。决定支持这项政策，并积极向其他同学推广。,同学,3,140
教育/培训/学校/校园,学生纪律处置决策,权力,大同,当一个学生犯规时，校方可能需要在维护校规严肃性（权力）和保护学生全面发展（大同）之间找到平衡,在一所名为普瑞斯顿的高中，一个年轻的学生因为在课堂上使用手机而被老师发现。学校的规定明确指出课堂上不允许使用手机，违反者将会被严重处罚includingtemporarysuspension。然而，这个学生首次犯规，并且他是学校的优秀学生，他在学业上的表现优异，并且在篮球队里也有出色的表现。老师面临的决策问题是是否要严格执行学校的规定并给予学生严重的处罚。,Mr.Thompson，普瑞斯顿高中的校长，他强调校规的重要性和严肃性，他认为规则是维护学校秩序的基石，所有人都需要遵守，无论他们在其他方面的表现如何,决定按照学校的规定处理，给予学生暂时的停学处罚。,Ms.Johnson，该学生的主管老师，她关心学生的全面成长，认为严重的处罚可能会对学生的自尊心和学业产生负面影响，并且需要考虑学生的未来，她主张应该寻找一种不影响学生发展的解决方式,建议对学生进行教育和警告，让其认识到自己的错误，但不提倡使用严重的处罚。,他们是学校里重要的决策者，有着共同的目标，那就是为了学生和学校的最高利益。但他们对如何达到这个目标的看法不同，这导致了他们的冲突。,3,141
教育/培训/学校/校园,学生纪律处置决策,传统,自我导向,学校可能会有一些传统规定和惯例（传统），但学生可能希望以自己的方式学习和探索（自我导向），这两者可能会发生冲突,在高中校园内，每年的文化艺术节是一个重要的活动，校方严格规定各个活动必须按照固定流程和时间表进行，不得有任何超出规定框架的内容产生。今年，学生会提出希望能够在文化艺术节中加入一些新颖且创新的活动环节，希望能让文化艺术节变得更加有趣和有吸引力。然而，这个提议引发了校方与学生会之间的决策分歧。,校长唐纳德。唐纳德是一位有着丰富教学经验的校长，他始终坚持教育的传统，相信规则和纪律的重要性,拒绝学生会的提议，认为改变文化艺术节的传统形式可能会带来混乱，强调规定的流程和时间表是保证活动顺利进行的必要条件。,学生会主席艾米。艾米是一位年轻有活力的学生，她对于新鲜事物充满奇思妙想，渴望以自己的方式来推动学校的发展,坚持提议，认为丰富和创新的活动内容才能更好的激发学生的参与热情，使文化艺术节真正成为学生的节日。,唐纳德校长是学校的领导者，艾米是学生会的负责人，他们之间的关系是校方和学生会的代表关系。,3,142
教育/培训/学校/校园,学生纪律处置决策,遵从,慈善,学生可能会因为寻求新奇和挑战（刺激），而违反规则和期望（遵从），这时就需要进行纪律处置,高中校园，篮球队主力球员杰克因为在比赛中故意犯规导致对方球员受伤，学校正在决定是否对他进行惩罚。其中，问题的两个主要观点是：是否需要对杰克进行惩罚以维护校园和比赛的规则，以及如果严厉惩罚杰克是否会扼杀他的竞争精神和挑战刺激的欲望。,格林先生，学校的纪律处长。他严格遵守规则，认为所有学生都应该尊重规则，无论他们在学校中的地位如何,决定对杰克进行严厉惩罚，暂时将他从篮球队中移除，让他意识到自己的错误，并保持学校的纪律。,史密斯，杰克的篮球队教练。他是个富有挑战精神的人，认为生活应该充满激情和挑战。他认为杰克的行为虽然过分，但是来源于他的竞争态度和对胜利的极度渴望,认为应该以更加宽容的方式对待杰克，而不是严厉的惩罚。建议让杰克向被他犯规的球员道歉，并在一段时间内在球队内扮演助理教练的角色，这样他可以从不同的视角重新审视比赛。,同事,3,143
教育/培训/学校/校园,学生纪律处置决策,安全,刺激,学生为了追求刺激和新奇（刺激），可能会做出危险的行为，威胁到校园环境和个人的安全（安全）,在一所大学校园中，近期在学生社区中发生了一起危险的驾驶事件。一名学生（马克）为了寻求刺激，驾驶自己的赛车在校园内飚车，尽管没有造成人员伤害，但这种行为严重威胁了校园的安全。校方现在需要决定对马克的纪律处置，这个决策将影响到校园的安全环境和学生的行为规范。,露西，她是学生会的安全委员，一直关注和推动校园的安全环境。她在赛车事件发生后，非常关注这个问题，并想采取严厉的纪律处分来防止此类事件的再次发生,认为应该对马克进行严厉的惩罚，例如停学一段时间，以示警告，并提醒其他学生校园安全的重要性。,大卫，他是马克的朋友，他同样喜欢寻求刺激，他理解马克的行为，但同时也理解其可能带来的危险,认为对马克的处分应该更具建设性，例如强制马克参加安全驾驶课程，以此提高他的安全意识，而不是简单的惩罚。,同事,3,144
教育/培训/学校/校园,学生纪律处置决策,享乐主义,成就,学生可能会因过分追求个人的快乐和感官满足（享乐主义），而忽视学业和其他责任（成就），导致纪律问题,在一所大学，学生纪律处置决策涉及到一个关于一个同学每周末都会举办聚会，打扰到其他同学休息以及准备学习的情况。决策的目的在于解决这个纪律问题，避免影响到其他学生的学习和生活。然而，如何处理这一问题产生了分歧，一部分认为应严肃处理，以示警告，另一部分人则认为应该理解学生追求娱乐和乐趣的需求，以更人性化的方式解决问题。,杰里，作为这所大学的一位学生，他的个性开朗、热爱社交，他非常喜欢举办派对，吸引人们的目光，以此满足自己的享乐主义价值观。,认为大学生活不仅仅是学习，还需要娱乐和乐趣，决定继续举办派对，但会对时间和音量有所控制，以免过分打扰他人。,艾米，是大学学生会主席，为人严谨，以学业和个人成就为主导价值。她认为大学的主要任务是学习，成绩和未来的职业规划是最应该关注的事情。,认为杰里的行为已经严重影响到其他同学的学习和生活，建议学校应该采取行动，警告或者惩罚杰里，让他认识到他的行为是错误的，并且由此引发大家对于校规的重视。,同学,4,145
教育/培训/学校/校园,学生纪律处置决策,慈善,权力,办理纪律处置时，可能需要在对于学生的同情和理解（慈善）以及维护权威和制度公正（权力）之间做出权衡,在一所知名高中，由于考试作弊的事件频频出现，学校决定进行一次全校的学生纪律处置决策以净化校风。学校领导班子和教师在是否应严厉惩罚作弊学生问题上产生了巨大的分歧。,张老师，是一名英语老师，对学生的学习和生活巨细无遗，深受学生的喜爱,认为学生是学校的未来，他们有走错路的权利，只要他们意识到错误并愿意改正，就应该给予他们重新争取未来的机会，无需过于严厉的惩罚。,李校长，是学校的行政领导，是一个严于律己、严于律人的人，信奉“乱则治之”的管理理念,认为对于作弊行为必须严惩以儆效尤，以此来维护学校的声誉和权威，保护那些负责任、遵守纪律的学生的权益。,张老师是李校长的手下教师。,3,146
教育/培训/学校/校园,毕业后的职业规划。,成就,享乐主义,毕业后的职业规划中，有些人可能追求事业上的成功和成就，比如选择一个有挑战性和高薪资的工作，这在施瓦茨的价值观体系中对应于成就,在著名的科技大学即将毕业的两位好朋友，经过多年的努力，他们均获得了大公司的工作offer。然而，两人对于毕业后的职业规划却存在分歧。一方面，他们渴望在职场上取得成功，实现自我价值；另一方面，他们也想要享受生活，追求个人的快乐和满足。,杰克，是个充满野心的年轻人，对事业有着高度的热情和追求，希望自己能在职业生涯中实现一番伟业,选择加入一个创业公司，希望在那里可以发挥自己的潜力，通过自己的努力获得事业上的成功和成就。,丹尼尔，是个热爱生活的年轻人，他并不过分追求事业的成功，更看重生活的品质和个人的快乐,选择一份工作时间相对宽裕，能平衡工作和生活的工作，希望这样的工作能让他有更多的时间去追求个人的兴趣和快乐。,朋友,1,147
教育/培训/学校/校园,毕业后的职业规划。,自我导向,遵从,在职业规划中，选择自我导向的价值观可能表现为追求自主创业、选择自己感兴趣和热爱的工作，追求思想和行为的独立,在一所知名大学，两名即将毕业的学生面临着关于毕业后职业规划的决策。他们一直是好朋友，过去四年里，他们共同学习，一起度过快乐和困难的时光。而现在，他们对于未来的道路有着不同的看法，一方面是追求个人热情和自主创业的梦想，另一方面是遵循社会期望和父母的意愿。,李明，他是一名积极的学生，总是充满创新的想法。他热爱编程和设计，每当有空闲时间，他都会去进行自己的项目。他一直有一个梦想，那就是创办自己的技术公司，为世界带来影响,决定毕业后追求自己的梦想，计划创立自己的公司，虽然自己知道这将是一个充满挑战的道路，但愿意接受这个挑战。,王华，他来自一个传统的家庭，父母都是医生，他们希望他能继承家族的事业，并成为一名医生。王华尊重父母的意见，他知道成为一名医生可以帮助病人，为社会做出贡献，这也符合他的家族传统。価值观：遵从。,决定遵循父母的意愿，打算毕业后继续深造，成为一名医生。相信虽然这可能不是自己最热衷的事业，但能够找到满足和快乐。,朋友,1,148
教育/培训/学校/校园,毕业后的职业规划。,权力,大同,有些毕业生可能在职业规划中追求权力，希望获得更高的社会地位和声望，这对应于权力的价值观,两位即将毕业的大学生面临着职业规划的选择的重大决策。他们都是经济学的学生，一直以来，他们的目标都是为了找到一份高薪酬的工作，并且在职场中取得成功。然而，当面临着实际的工作选择时，他们却因为各自的价值观产生了分歧。,杰克，一个目标明确、有抱负、有能力的经济学毕业生。他向往权力，渴望在社会中获得显赫的地位和控制资源,决定选择一家全球知名的投资银行工作，尽管工作压力很大，工作时间长，但薪酬高，晋升速度快，很快就能获得权力和社会地位。,凯特，一个善良、理解力强、关心公平社会的经济学毕业生。她拥抱大同的价值观，注重社会和谐，追寻公平正义,选择在一个非盈利的社会组织工作，虽然薪酬并不丰厚，但是自己可以倾力做她认为对社会有贡献、有意义的事情，帮助弱势群体，提升社会公平。,朋友,1,149
教育/培训/学校/校园,毕业后的职业规划。,刺激,安全,毕业後，一些人可能追求生活的新奇和挑战，如选择在不稳定但具有高风险和高回报的创业公司工作，这对应于刺激的价值观,在一个硕士研究生毕业的夏天，Tom和Lily面临着各自职业规划的选择。他们都是经济学专业的研究生，学习成绩优异，但对于毕业后的职业选择，他们有着不同的看法。Tom有机会进入一家快速发展的金融科技创业公司，而Lily则是被一家全球知名的银行录取。这两个选择为他们带来了分歧，Tom的选择充满了不确定性和挑战，而Lily的选择则看似安全稳定。,Tom，一个热爱冒险，富有创新精神，愿意接受挑战的年轻人,在考虑了所有的利弊后，决定选择加入这家快速发展的创业公司。认为这将给自己带来更大的职业挑战和发展机会，充分发挥自己的才能和热情。,Lily，一个注重稳定，希望有一个可预见的未来，更希望可以有充足的保障和保护的女孩,考虑到行业的稳定性和公司的声誉，决定接受这家全球知名银行的录取。认为这样的选择将为她未来的职业生涯提供更加稳定的保障。,恋人,1,150
教育/培训/学校/校园,处理校园霸凌,权力,大同,在处理校园霸凌的问题时，教师或校方可能会把维护学校的声望和地位（权力）放在首位，以免学校的声誉受损,在枫叶中学，一直存在着校园霸凌的问题，一些学生因此受到了心理和身体的伤害。最近一个受害学生的父母向学校和社区抱怨，引来了社会舆论的大量关注。校方面临了一个艰难的决策：要么直接解决这个问题，让学校的声誉可能会受到暂时的影响，但这样可以保护所有学生的权益；要么选择隐瞒和淡化这个问题，以保护学校的声誉和社会地位，但这样可能会忽视一些学生的权益。,华彬，枫叶中学的校长。他拥有高尚的人格和娴熟的社交技能，以及团队领导和管理的能力。他非常注重学校的声誉和社会地位，因为他认为这对学校的发展有决定性的影响,决定采取淡化和隐瞒的策略，认为这样可以最大程度地保护学校的声誉和社会地位。希望通过向霸凌的学生进行教育和谈话来解决问题，同时保证这些情况不会再发生。,陈萍，枫叶中学的心理咨询师，她非常热爱她的工作，并时刻关心着学生的心理健康。她希望所有的学生都能在学校里有安全的学习和生活环境,认为面对霸凌问题应该有明确和坚决的态度，即使这样可能会对学校的声誉产生一些暂时的影响。认为应该向所有人公开这个问题，并采取严厉的措施防止此类事件再次发生。,同事,3,151
教育/培训/学校/校园,处理校园霸凌,遵从,慈善,为了避免被霸凌，学生可能会遵从霸凌者或者主流群体的行为或观念（遵从），而忽视了自我思考、自我保护以及主动寻求施暴行为的解决办法（自我导向）,一个中学的校园中，已经发生了数起霸凌事件。校方决定需要立即采取行动解决这个问题。决策的目的是为了确保每个学生的安全，使他们在没有受到伤害的情况下接受教育。然而，在具体如何处理这个问题上，学校中的两位教师出现了分歧。,阿尔伯特，他是一位资深的历史老师。他在校园中深受敬重，对学生有着极高的期待。他相信在校规和原则的框架下，每个学生都应该有所为有所不为。他总是遵从这个价值观，习惯于按照规定进行教学,认为应该严格按照学校的规章制度来处理校园霸凌事件。主张对有霸凌行为的学生实施处罚，比如停课或者开除，然后再进行心理辅导。认为这样严厉的处理方式可以警示其他学生，使他们遵从校规。,贝琳达，她是一位年轻的心理咨询师，她积极地鼓励学生们独立思考，理解和表达自己的情绪。她经常组织一些团体活动，让学生们有机会自我反思和改变,认为最有效的方式是通过沟通和引导，让所有学生都能理解霸凌的严重性，而非仅仅惩罚施暴者。建议开展一些心理教育课程，鼓励学生们自我表达，培养他们的同理心，从而自我导向地减少和防止霸凌行为。,同事,2,152
教育/培训/学校/校园,处理校园霸凌,传统,慈善,在一些校园环境中，霸凌可能被看作是一种"成长的必经之路"（传统），这种观念可能会阻止一些教师或者同学采取行动去帮助被霸凌的学生（慈善）,在兴华中学，最近校园内发生了多起学生间的霸凌事件，令校园的气氛变得紧张。校长决定召开紧急会议，讨论如何处理和防止校园霸凌。会议的目的是为了创造一个更安全、友好的学习和生活环境。然而，在决策如何处理这个问题时，校园内部出现了两种截然不同的观点和处理方法。,张老师，一个资深的老师，他在教书育人的过程中，始终坚持传统的教育观念，认为应该让学生在处理问题的过程中磨炼和成长,认为应该让学生自己解决他们之间的矛盾，并且他认为这样可以锻炼他们的解决问题的能力，并且帮助他们成长。,李老师，一个年轻的心理老师，他对学生有着深深的爱心，并且始终关注学生的身心健康。他认为应该以人为本，尊重每一个学生的人格和尊严,认为校方应该直接介入，对施暴者进行严肃的惩罚，并且提供心理咨询和援助给受害者，以保护他们的权益。,同事,3,153
教育/培训/学校/校园,处理校园霸凌,享乐主义,成就,一些霸凌者可能会从欺凌他人中寻找快乐和满足（享乐主义），而忽视了自己的学业成就和社会道德的培养（成就）,在高中的一所学校中，出现了严重的校园霸凌现象。霸凌的主要形式是一些学生对一些同学进行语言或者身体上的伤害，导致受害者在精神和学业上都受到了严重的影响。为了解决这个问题，校方决定进行一次学校会议，在会议上每个班级需要由两名同学代表发言，对于如何处理这种校园霸凌现象提出自己的观点。,杰克，他是一名充满活力的学生。他热爱生活，喜欢寻找刺激和乐趣，经常想要成为聚光灯下的焦点。他的价值观主要是享乐主义。,提出为了减少校园霸凌现象，学校应该增加一些娱乐活动，让学生们有更多的时间和空间去参与乐趣，让他们的注意力从霸凌他人转向了参与这些活动。,苏珊，她是一名学习成绩优异的学生。她认为学业的成功是生活中最重要的事情，并且认为每个人都应该尽自己的努力去追求更高的成就。她的价值观主要是成就。,提出为了解决校园霸凌的问题，学校应该设立严厉的处罚机制，对那些进行霸凌行为的学生进行惩罚，比如剥夺他们的学业成就，如参与科研的机会或者获得奖学金的权利，同时学校也应该加强对学生的道德教育，让他们明白霸凌行为是不对的。,同学,3,154
教育/培训/学校/校园,处理学术压力,成就,享乐主义, 学生可能在追求高分数、好成绩（成就价值观）的过程中，因为长时间的学习和准备，往往会牺牲很多个人的休闲时间和娱乐活动（享乐主义价值观），这两者在一定程度上存在冲突,一所大学里的期末考试临近，许多学生感到压力很大，为此，他们正在纠结是否应该牺牲部分休闲和娱乐时间来提前复习和准备。决策的目的是找到一种既能达到学术目标又能保持个人健康和快乐的方式。然而，这样一个决策引发了在这个问题上看重成就和享乐主义的学生之间的分歧。,杨洋，他是一名成绩优秀的学生，对自我提升和个人成就有着高度追求，他希望能够保持自己的优秀成绩，并获得奖学金,决定牺牲自己的休闲时间，利用这段时间集中精力复习和准备期末考试，以确保他的成绩和奖学金。,张慧，她是一名善于享受生活的学生，看重个人的快乐和感官满足，虽然学习是重要的，但她认为，保持平衡生活，拥有足够的休闲和娱乐时间也是重要的,决定在保证基本学习任务的前提下，适当安排娱乐和休息时间，以保持心情愉快和身心健康，认为这样的生活才更有活力和动力。,同学,1,155
教育/培训/学校/校园,处理学术压力,遵从,自我导向,在处理学术压力时，学生可能会面临遵从教师和家长的期望（遵从价值观），与追求自己的兴趣和热情（自我导向价值观）之间的冲突,高中生小明在面临着高考压力，他对于接下来的职业选择和专业选择感到困惑和压力。他的家长和学校老师希望他可以选择热门的专业如医学和法学，因为这些专业的就业前景较好。而他自己更倾向于选择自己感兴趣的专业，例如哲学和历史学。他的决策目的是希望能找到一种方式来解决这种压力和冲突。,小明的父母。他们希望小明能考入一所好的大学，并且选择一门有前景的专业。他们认为这是对小明未来的最好保障,决定时刻提醒小明，以高考成绩为主要目标，投入更多时间在学习上，尽量选择医学和法学这样的热门和就业前景较好的专业。,小明。他是一个热爱思考、喜欢探索新知识的青年。他对哲学和历史学有浓厚的兴趣，并且希望未来能在这个方向深入学习,决定坚持自己的兴趣，虽然要努力提高自己的考试成绩，但在专业选择上，决定选择自己真正热爱的哲学或历史。,亲子,3,156
教育/培训/学校/校园,处理学术压力,安全,刺激,一方面，学生可能希望保持稳定的学习效果和生活状态（安全价值观）；另一方面，他们也可能渴望接受新的挑战和体验，如参与竞赛或尝试新的学科（刺激价值观），这两者可能存在冲突,在一个著名的高中，最近即将举办一个学术竞赛。这是一项高难度的挑战，需要大量的学习和准备以及巨大的时间投入。这个学术竞赛提供了一个了解新知识，提高学术能力的机会，但是也会带来很大的学术压力。现在的问题是两位十年级的学生，一位是专注于稳定学习和生活的萨拉，另一位是寻求新挑战和刺激的埃文，他们面临着要不要参加这个学术竞赛的决定。,萨拉，她是一个理智且务实的学生，崇尚稳健的学习方法并且重视生活的规律。她相信稳步推进和长期的努力，而不是一时的激进和冲击,决定不参加这个学术竞赛。认为现在的学业压力已经足够大，如果再增加这个竞赛，会极大的打乱自己的学习计划和生活规律。更愿意投入稳定的学习，而不是追求一时的荣誉和刺激。,埃文，他是一位充满活力和好奇心的学生，总是渴望迎接新的挑战和体验。他热衷于学习新的知识和技能，即使这需要付出额外的努力和时间,决定参加这个学术竞赛。认为这是一个提升自己，挑战自我极限的机会。尽管知道这将带来很大的学术压力，但愿意接受这个挑战，认为这是学习和成长的一部分。,竞争对手,1,157
教育/培训/学校/校园,处理学术压力,权力,大同,在团队项目或小组作业中，一些学生可能趋向于控制和领导整个团队以获得成功（权力价值观）；而另一些学生则更看重团队的公正和平等合作（大同价值观），这种情况下，这两种价值观可能会发生冲突,在一所知名大学里，有一个即将到来的期末项目，这个项目对总成绩有着重要的影响。由于项目的内容十分复杂，因此学校决定让学生以团队的形式进行。这对所有团队成员都带来了巨大的压力，因为他们不仅要完成自己的部分，还需要好好地协调与其他组员的关系，以确保项目的顺利进行。在这个环境下，"领导者"的角色变得尤为重要。,杰克，他是这个团队的内在领导者，他既聪明又有影响力，善于影响和说服他人，自我意识非常强。他具有很高的抱负，总是想要赢在每一场竞赛中,决定以自己的方式来领导这个项目，认为只有自己可以决定这个团队的动向和最后的项目结果。尽全力去控制每一个细节，从而尽可能地提高项目的成功率。,艾米，她是一个非常善良和有责任感的人，相信平等和公正的原则。在她看来，每个团队成员都应该公平地参与到这个项目中来，每个人的意见都应该得到充分的尊重,认为这样无视其他团队成员的意愿并不公平。决定去与杰克交谈，希望他能了解到团队工作的真正意义——那就是共同合作，而不是由一个人独裁。,朋友,3,158
