domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id,
婚姻/夫妻/恋爱/亲密关系,夫妻间的文化差异处理,传统,自我导向,一方由于受其文化和宗教习俗的影响，可能强烈坚守传统，例如对婚姻角色的理解和家庭决策的方式等,David和Lily结婚已经三年了，他们来自不同的文化背景：David是一个传统的印度人，而Lily则是一个开放的美国人。最近，他们决定要孩子，但是对于孩子的教育方式产生了分歧。David认为他们的孩子应该继承印度的传统文化和宗教，受到严格的教育；而Lily则希望建立一个自由和鼓励独立思考的家庭环境。,David，一个尊重并遵从印度传统文化的人，对于家庭，他坚信应该严格按照印度的教育方式进行,决定维持自己的立场，坚持要求孩子接受印度的传统教育方式。,Lily，一个来自美国的开放女性，她重视个人价值的实现和独立思考,反对David的看法，认为孩子有权利选择自己的生活方式，应该鼓励他们自由思考，而不是被严格的规定所束缚。,夫妻,3,124,
婚姻/夫妻/恋爱/亲密关系,夫妻间的文化差异处理,遵从,刺激,一方可能更看重遵从和稳定，倾向于维持现状，避免冲突和风险,汤姆和艾玛是一对结婚多年的夫妇，他们来自不同的文化背景，汤姆是美国人，视自由为生命，而艾玛则是中国人，视和谐为本。近期，两人在如何教育他们的孩子问题上产生了分歧。汤姆希望孩子能够有自由的成长环境，可以自由地挑战和尝试新事物，而艾玛则希望孩子能遵从传统的教育方式，注重礼仪和规矩。决策的目的是为了确保孩子健康成长，但是两人对于如何达到这个目的有着不同的看法。,汤姆。汤姆是一位典型的美国人，重视个人的自由和权利，善于接受和尝试新事物。他希望自己的孩子也能继承这些价值,决定尊重孩子的选择，给他们提供尽可能多的选择空间和尝试新事物的机会，让他们自由发展。,艾玛。艾玛是一位典型的中国人，重视家庭和谐，尊重传统，注重孩子的教育。她希望孩子可以有规矩，有礼貌,决定对孩子进行传统的教育，教他们尊重规矩，以保证孩子的行为符合社会的期待和需要。,夫妻,3,125,
婚姻/夫妻/恋爱/亲密关系,夫妻间的文化差异处理,安全,享乐主义,一方可能更重视安全，强调稳定和和谐，例如对经济基础和安全感的需求,夫妻两人因长期居住在国外，两人的家庭观念开始出现分歧。由于两人分别来自于东西方不同的文化环境，对于家庭生活的理解和期望也不尽相同。眼下，他们面临一个关键的决定，是否应该回原籍国的家乡居住，并且如何处理两人在家庭生活观念上的分歧。,玛丽，是出生并成长在西方的白领，工作稳定，喜欢现状，希望保持和家人的密切联系，希望有一个安稳的家庭环境,希望回到家乡居住，因为那里有熟悉的环境，有亲人朋友，可以获得稳定和安宁。对于文化差异，希望丈夫能够尊重和接受自己的文化，并且在生活中兼容并包。,李明，是一位喜欢冒险和挑战的中国男性，希望能够不断尝试新的事物，享受生活的每一个瞬间。他珍视他的文化和价值观，希望能够在生活中实践,愿意继续在国外居住，享受那里多元的文化和自由自在的生活。希望两人能够保持现状，同时愿意学习和接受新的文化，但不希望放弃自己的生活习惯和价值观。,夫妻,3,126,
婚姻/夫妻/恋爱/亲密关系,夫妻间的文化差异处理,慈善,权力,一方可能更重视对亲友慈善和关爱，但另一方可能更在乎社会地位和权力，这可能在一方想要给亲友更多帮助，而另一方想要投资或提高社会地位时产生冲突,Liam和Sofia是一对来自不同文化背景的夫妻，他们都在同一个城市的大学任教。由于Liam的父母年纪已经大了，他希望能更多的投入时间和经济去照顾他们，而Sofia则希望能用这些资源来提升自己的社会地位，比如购买更大的房子或者投资一些高回报的项目。这对夫妻也因此产生了分歧，他们希望能找到一种解决方案，既能满足Liam的慈善价值也能满足Sofia的权力价值。,Liam，他是一名大学教授，非常尊重和热爱自己的父母，他认为提供父母一个舒适的晚年生活是孝道的表现，也就是他的慈善价值体现,决定降低自己的生活标准，把经济资源主要用来照顾父母。,Sofia，她也是一名大学教授，非常注重社会地位，她认为拥有足够的财富和社会地位能让她更好的影响他人，这是她权力价值的体现,决定寻找更高的薪水工作，并尝试投资一些有回报的项目以提升自己的社会地位。,夫妻,1,127,
婚姻/夫妻/恋爱/亲密关系,夫妻间的文化差异处理,成就,大同,一方可能更关注个人成就，追求个人成功和影响力，而另一方可能更倾向于全人类和自然的福祉，例如环保和社会公正,Tom和Lily是一对新婚夫妻，他们正在决策是否应该接受一个海外工作的机会。这个工作会带来很高的收入和社会地位，但同时也需要他们搬离现在的城市，并且需要投入大量的时间和精力，可能会对他们的生活质量和家庭生活产生影响。而且，这个决策也可能会对他们所在的社区和环境产生影响，因为他们需要搬到一个有着不同的文化和生活方式的新的城市。,Tom，一个有野心且竞争力十足的男子，渴望通过工作实现自己的价值，追求社会地位和声望,觉得应该接受这个工作机会，认为这个机会可以帮助实现自己的职业目标，带来更高的社会地位和收入。,Lily，一个关心社会福利和环保的女性，认为个人的行为应该对社会和自然环境负责,觉得应该拒绝这个工作机会，认为现有生活质量已经十分满足，而更高的收入和社会地位可能会给生活带来压力，并可能对环境造成不必要的影响。,夫妻,3,128,
婚姻/夫妻/恋爱/亲密关系,决定何时寻求婚姻咨询,慈善,自我导向,当一方在婚姻中遇到问题时，可能会被困扰是否应该去寻求婚姻咨询,Alice和Bob是一对已经结婚五年的夫妻，他们最近经历了一段困难时期，各种矛盾和冲突频繁发生。Alice觉得这种情况不能继续下去，他们需要寻求专业的婚姻咨询来解决问题。然而，Bob却认为他们应该自己解决这些问题，而不是将个人问题公之于众。这个决策带来了他们之间的分歧。,"Alice,Alice是一名社工，职业特性让她非常关注周围人的感受，她非常重视家庭的和睦和亲人的幸福",觉得虽然寻求婚姻咨询可能会让夫妻之间的问题暴露在外人面前，但如果能帮助解决问题，维护夫妻的关系，那就是有益的。因此，决定寻求婚姻咨询。,Bob，Bob是一名艺术家，他非常重视自我主张和独立解决问题的能力,尽管现在的婚姻状态不理想，但两人应该自己去解决这个问题，而不是依赖外部的帮助。决定坚持自己的立场，反对寻求婚姻咨询。,夫妻,3,129,
婚姻/夫妻/恋爱/亲密关系,决定何时寻求婚姻咨询,权力,遵从,寻求婚姻咨询可能会被看作是向专业人士和他人表明自己婚姻中存在问题,John和Sarah是一对夫妻，近期他们的婚姻关系出现了一些问题。他们经常因为一些小事情争吵，并且感觉到彼此的距离在渐渐拉大。为了改善这种情况，Sarah提出了寻求婚姻咨询的建议。然而，这个决策却引发了他们之间的分歧。,John，一个成功的商人，重视社会地位和声望，希望在公众面前保持完美的形象,反对寻求婚姻咨询的建议。觉得这样做会让其他人知道婚姻中的问题，从而影响到自己在社会上的地位和声望。,Sarah，一名工作在非营利组织的社工，她尊重他人，服从社会规则，认为问题应该通过合适的途径解决,坚持寻求婚姻咨询。认为这是解决他们婚姻问题的最好方式，即使这可能会让他人知道两人的问题，也不应该放弃正确的解决途径。,夫妻,3,130,
婚姻/夫妻/恋爱/亲密关系,决定何时寻求婚姻咨询,安全,刺激,寻求婚姻咨询可能会带来一种不确定性，这可能会打破某些人渴望的平稳和安稳（安全）,夫妻二人，Bob和Alice，经常因为一些生活琐事发生争执，感到彼此的距离越来越远。决策的目的是为了让夫妻关系重新回到和谐的状态。然而，面对是否寻求婚姻咨询这个决策，他们产生了分歧。,Bob，是一个重视稳定和安全的人，他在经济上给予家庭稳定的支持，对社会规则和家庭规则的遵守也非常严格,认为寻求婚姻咨询会让他们的问题暴露在一个陌生人面前，这让自己在心理上感到极度不安，他害怕这会让他们的问题更加复杂，而且他也担忧这样的做法会影响他们在朋友圈中的形象。,Alice，是一个热爱生活的人，她喜欢尝试新的事物，乐于接受挑战，始终保持着对生活的热情,应该采取一些新的方法来解决问题，而寻求外部咨询就是一种有效的方式。虽然这种方式可能会暴露两人的问题，但是只有这样，两人才能真正面对问题，找到解决的方案。,夫妻,3,131,
婚姻/夫妻/恋爱/亲密关系,决定何时寻求婚姻咨询,传统,慈善,在某些文化或宗教观念中，寻求婚姻咨询可能被视为不合适或不需要（传统）,近一段时间，John和Marry在婚姻生活中遇到了许多困扰，争吵和不快频繁发生。他们感到紧张和压力，对婚姻的幸福感到怀疑。他们每个人都开始考虑是否需要寻求专业的婚姻咨询来解决他们的问题。,John，一个对传统社会规范和道德观念深深依赖的人。他来自一个严格遵守传统的家庭，一直认为夫妻之间的问题应该在双方之间解决，而不是寻求外界的帮助,认为不需要婚姻咨询，应该依靠自己来解决他们的冲突和矛盾，寻求婚姻咨询是对他们婚委会的信任缺失。,Marry，一直追求快乐和享受生活的女性。她认为生活是应当被享受的，而不是充斥争吵与痛苦,坚决主张寻求婚姻咨询，觉得如果这样可以让两人的生活变得更好，为什么不尝试呢？期待通过婚委会的咨询能够帮助改善夫妻关系，重拾快乐。,夫妻,3,132,
婚姻/夫妻/恋爱/亲密关系,决定何时开始家庭计划。,大同,成就,大同价值观体现在个人可能希望在开始家庭计划时为了所有人类和自然的福祉而考虑（比如关心环保、人口问题等），而成就价值观可能影响个人更倾向于在事业或个人成就方面取得更多的进步及成果，这可能延后家庭计划的时间,Tom和Lily都是在繁华的都市中工作的年轻人，他们拥有稳定的工作和相爱的恋人，最近他们在考虑是否应该开始家庭计划。Tom认为他们现在有稳定的收入，也有足够的时间和爱来照顾一个新的生命。而Lily则觉得她还有很多事业上的目标没有实现，她希望可以更多的投入到工作中。,Tom，他是一个热心肠的人，总是格外关注身边人的生活和感受。他的梦想是拥有一个和谐温馨的家庭,决定应该开始家庭计划，认为生活的满足感不仅来自事业上的成功，更来自家庭的幸福。愿意把时间投入到照顾家人和孩子上，为他们提供一个幸福的家庭环境。,Lily，她是一个十分有事业心的女性，总是全力以赴去实现自己的目标。她希望在实现自己事业上的目标后再考虑家庭问题,决定暂时不应该开始家庭计划，认为自己还有更重要的事业目标需要去实现。希望可以先实现自己的事业目标，再去考虑家庭问题。,朋友,3,133,
婚姻/夫妻/恋爱/亲密关系,决定何时开始家庭计划。,慈善,自我导向,一方面，慈善的价值观可能会使个人希望支持并维护他们熟悉的人们的福利，比如对配偶的照顾和孩子的教育,这对夫妻在一次晚餐中，讨论到了何时开始家庭计划的问题。他们婚后一年，工作都稳定，按理说此时开始家庭计划正好。但是，有关何时要孩子的问题，他们却存在不同的观点和想法。,Emma，一个热心善良的女子，对于家庭以及孩子的想法坚定，认为孩子是家庭的一部分，是爱的结晶,认为现在就应该开始家庭计划，希望能尽早拥有一个孩子，尽自己全力给孩子最好的照顾和教育。,Tom，一个充满激情的男子，他希望有更多的时间投入到自己的事业中去，实现个人价值,希望能推迟家庭计划，觉得现在他们应该更专注于自己的职业发展，等到事业有所成就再考虑孩子的问题。,夫妻,3,134,
婚姻/夫妻/恋爱/亲密关系,决定何时开始家庭计划。,安全,刺激,从安全的价值观角度出发，个人可能倾向于在适当的时机开始家庭计划，确保家庭和谐，关系稳定,小夫妻杰克和露西正在考虑何时开始进行家庭计划，他们已经结婚两年了，双方家庭都开始催他们要孩子。这个决策对他们来说很重要，因为它将影响他们的生活方式和职业发展。然而他们对这个问题有不同的看法，引发了一些分歧。,杰克，一个稳重且注重生活规划的人。对于他来说，稳定和安全至关重要。他希望先规划好才有孩子，以确保他们有足够的资源来给孩子安稳的成长环境,尽管双方家庭有一些压力，但他们应该等到双方都有稳定的工作和一份详尽的家庭计划再考虑要孩子。,露西，一个热爱冒险和追求新鲜事物的人。她对生活充满了好奇和期待，对于未知也没有太多的恐惧。她认为要孩子是一种新的生活体验，不必过于担忧,认为应该顺其自然，不必过于计划。觉得现在就可以开始家庭计划，看看这个新的生活阶段会带来什么样的挑战和乐趣。,夫妻,3,135,
婚姻/夫妻/恋爱/亲密关系,决定何时开始家庭计划。,享乐主义,传统,个人可能因享乐主义的价值观而倾向于追求个人的快乐或感官上的满足，这可能让他们在开始家庭计划之前想要享受更多的个人时间和自由,Alex和Sofia是一对热恋中的情侣，他们都已经进入了稳定的职业生涯，生活条件也十分优越，近期他们正在面临一个重要的决策——他们应该何时开始家庭计划。Alex更想过更长时间的两人世界，享受生活，而Sofia则觉得现在是他们开始家庭计划、步入人生新阶段的最好时间，这个问题在他们之间造成了分歧。,Alex，他是一名充满活力、乐观的设计师。他的生活充满了色彩和灵感，喜欢探索世界的美好。他在追求生活的乐趣方面投入了大量的精力，喜欢享受当下的生活,认为应该在过上一段更自由、无拘无束的生活后再开始家庭计划，想和Sofia一起去世界各地旅行，体验不同的文化，享受二人世界。,Sofia，她是一个传统、谨慎的律师，深受家庭观念的影响，认为成立一个新的家庭是人生的重要阶段。她重视传统，尊敬生活的规律和节奏,希望能尽早开始家庭计划，认为现在是合适的时机，两人有稳定的收入和足够的精力来抚养孩子，而且迫切地希望承担起母亲的责任。,恋人,3,136,
婚姻/夫妻/恋爱/亲密关系,恋爱频率,享乐主义,安全,在恋爱频率决策中，一方可能希望享受更多的浪漫时刻（享乐主义），而另一方可能更看重稳定的关系和避免过多的变动（安全），从而产生冲突,Tom和Lily是一对新婚夫妇，已经结婚一年。但最近他们面临一个问题，那就是他们不同的看法对于他们的恋爱频率。Tom认为应该经常出去约会以保持他们的关系新鲜和充满热情。而Lily则认为，他们已经结婚了，每日生活的琐事并不影响他们的感情，应该保持现状以稳定他们的婚姻和生活。,Tom，他是一个充满活力和热情的人，喜欢追求新鲜事物和享受生活的乐趣。他认为恋爱是人生中的一种重要的享受,坚持自己的观点，提议应该每周至少进行一次约会，以此增加默契和保持他们的恋爱关系的新鲜感。,Lily，她是一个足智多谋，富有责任心的人，重视家庭和生活的安定。她的主要价值观是将家庭置于首位，意味着安全和稳定比追求刺激和新奇更重要,认为两人已经有了稳定的家庭生活，应该更多的投入到日常生活中，比如维护家庭，照顾家人等，而不是花费过多的时间和精力在约会上。,夫妻,3,137, 
婚姻/夫妻/恋爱/亲密关系,恋爱频率,自我导向,遵从,一方可能希望独立做决定，探索新的恋爱模式（自我导向），而另一方可能希望遵循传统的恋爱习惯和规则（遵从），这可能造成冲突,Alice和Bob是一对相爱的恋人，他们之间最近面临的一个决策问题就是恋爱的频率。Alice有很多个人的兴趣爱好，希望能有更多的自我时间去追求。而Bob希望他们能有更多的共享时间，因为他认为这是保持和维持恋爱关系的一种传统方式。,Alice，一个热爱生活，尊重个人选择和自由的女性，有着丰富的兴趣爱好，喜欢探索新的事物,告诉Bob，自己需要更多的自我时间去追求自己的兴趣爱好，同时保证每周至少有两天的时间划归他们的共享。,Bob，一个重视传统，善于遵从规则的男性，认为恋爱关系的维护需要双方花费大量的时间在一起,虽然内心有些不安，但尊重Alice的决定，并希望Alice在有空闲时可以多花些时间陪自己。,恋人,1,138,
婚姻/夫妻/恋爱/亲密关系,恋爱频率,慈善,成就,在恋爱中，一方可能更愿意注重对方的需求和福利（慈善），而另一方可能更注重自我价值的实现和社会地位的提升（成就），这可能导致冲突,李明和张慧是一个在读研究生的恋爱中的男女朋友。最近他们在决定恋爱的频率上产生了分歧。李明希望每周都能有一次约会，以此表达他对张慧的关心和爱护，而张慧则希望减少约会的频率，以便有更多的时间专注于学业，以获得良好的成绩和未来的职业发展。,李明，他是一个热情的男生，非常善良，总是乐于帮助别人，他非常爱张慧，愿意付出一切来满足她的需求,决定与张慧每周至少有一次约会，认为这是表达爱意的方式，即使这意味着可能需要牺牲自己的学习时间。,张慧，她是一个聪明并且有抱负的女生，她希望能够通过自己的努力获得好的就业机会，为此她愿意牺牲自己的恋爱时间,希望能减少约会的频率，希望能有更多的时间来投入到学习中，以便获得更好的成绩和就业机会。,朋友,3,139,
婚姻/夫妻/恋爱/亲密关系,恋爱频率,刺激,传统,一方可能希望遵循传统的恋爱模式，保持稳定和有序（传统），而另一方可能追求新鲜感和挑战，希望恋爱充满刺激和变化（刺激），这可能产生冲突,Anna和Bob是一对新婚夫妇，他们最近对于应该多久安排一次约会产生分歧。Anna希望能够像未婚时期一样，每周至少有一次浪漫约会以维持他们的感情。而Bob则认为现在他们已经结婚，应该更注重生活的稳定和平淡，而不是像谈恋爱时那样频繁地约会。他们的目标是找到一个确保两者都感到满意的恋爱频率。,Anna，她是一个活泼开朗的女性，热爱生活，喜欢尝试新事物，同时对恋爱和婚姻充满了浪漫的期待,认为应该至少每周有一次浪漫的约会，以维持和加深感情，即便已经结婚了。,Bob，他是一个沉稳内敛的男性，较为保守，比较崇尚传统的婚姻观念，认为夫妻之间更多的是平淡的生活和相互照顾,认为两人已经从恋爱阶段进入到了婚姻生活，不需要再像以前那样经常约会，应该更多的关注家庭生活和彼此的日常照顾。,夫妻,3,140,
婚姻/夫妻/恋爱/亲密关系,恋爱频率,权力,大同,一方可能追求在关系中的主导地位，希望对方按照自己的意愿行事（权力），而另一方可能更注重关系的平等，希望双方共同协商决定（大同），这可能导致冲突,John和Linda是一对已经结婚的夫妻，他们一直都在为"恋爱频率"这个问题争论不休。John觉得作为家庭的主导者，他应该有更强的权利来确定他们的约会频率，而Linda则希望这个决定能够更加平等，基于双方的共识而做出。,John，他是一个出色的律师，常常繁忙的工作让他出色的社会地位和高收入。他追求权力和控制，希望能在家庭生活中也能保持这种统治地位,决定以自己控制的方式决定恋爱频率，认为应该每周至少有三次的约会，无论Linda是否能适应自己的工作和生活节奏。,Linda，她是一个挚爱和平与公正的社会工作者，希望双方能平等对待，尊重对方的感受和需求,觉得约会频率应该基于双方的共识和需求来决定，而不是由单方面强加。希望John能理解自己的工作压力和个人需要，一起商量出最适合的恋爱频率。,夫妻,3,141,
婚姻/夫妻/恋爱/亲密关系,婚姻状况公开度,大同,权力,在婚姻或者恋爱中，如果一方选择公开关系状态，这可能是出于对大同价值观的尊崇，即保护和维护所有人的权益，增强社会的公平和公正，而另一方则可能偏向于维护权力价值观，可能认为公开婚姻或恋爱情况会影响到他们的社会地位和声望,著名演员Tom和他的女友Lily在一次舞会上偶然相识并迅速坠入了爱河。面临着街头巷尾都有摄影的生活，他们选择了保密这段感情。年底，Tom和Lily决定结婚，不过对于是否公开婚姻状况，他们产生了分歧。Tom认为，既然是真心相爱，就应该坦诚面对世界，公开婚姻状况可以让大家公平公正地看待他们的感情，也是对粉丝的尊重；而Lily认为，婚姻是他们两人的事，公开婚姻状况可能会引来过多的关注，影响到Tom的演艺事业。,Tom，他是一位年轻有为的演员，拥有一颗善良的心，并且热爱公益。他认为公开他们的婚姻状况可以让大众理解他和Lily的真实感情，从而达到社会公正，人人平等的价值观,尽管面临可能引来的各种困扰，但还是决定公开婚姻状况，认为这是彼此之间的真爱，在大众面前不需要有所遮掩。,Lily，她是一位内敛的女性，虽然并非演艺圈人士，但对于圈内的事情了解甚多。她认为，婚姻是他们两人的事情，不需要向所有人公开，而且公开后可能会给Tom的事业带来很大压力,认为作为Tom的妻子，自己的任务就是保护他的事业，避免不必要的麻烦。因此，反对公开婚姻状况，希望能低调处理这件事情。,恋人,3,142,
婚姻/夫妻/恋爱/亲密关系,婚姻状况公开度,成就,安全,在婚姻或恋爱中，有人为了追求社会认可和成功，希望公开自己的婚姻状况，这体现了成就价值观；然而，另一方可能更在乎家庭和个人的安全，担心公开婚姻情况可能为自己带来不必要的麻烦，这体现了安全价值观,两位著名演员Anne和Ben最近结婚了。他们的婚姻吸引了人们的广泛关注，一些人甚至开始疯狂追踪他们的生活。Anne与Ben面临一个决策，是把他们的婚姻生活公开给公众，还是保持隐私。他们的目标是要找到一个平衡，同时满足各自的需求。但是，这个决策带来了分歧，Anne希望公开他们的婚姻生活，因为她认为这将提升她的形象和知名度；然而，Ben认为保护隐私是首要任务，因为他担心过多的公众关注会威胁他们的安全。,Anne，她是一位有名的演员，拥有众多的粉丝。她的天职是表演和与公众互动，她认为公开她的婚姻生活可以赢得更多人的喜爱,决定公开婚姻生活，分享新婚生活和日常生活。希望通过这样做，能提高自己的知名度和影响力，达到自我成就。,Ben，他也是一位知名演员，但他比Anne更注重隐私。他担心过度的公开将影响他们的日常生活，并可能威胁他们的安全,反对公开，提出应该保护隐私，以确保两人的安全和生活的稳定。,夫妻,3,143,
婚姻/夫妻/恋爱/亲密关系,婚姻状况公开度,自我导向,遵从,对于公开婚姻状况的决定，一方可能因为重视自我导向价值观，希望根据个人想法来行事，对己方情感状态的透明度持开放态度,杰克和艾米是一对刚结婚的年轻人，他们在一个社交平台上拥有大量的粉丝。这个社交平台的管理员联系他们，希望他们能公开他们的婚姻状况，以吸引更多的点击率和关注度。这一决策引发了两人间的分歧。,杰克，作为一个自由派，喜欢探索新的事物，有很强的创新精神并且希望能自己掌控生活,认为公开婚姻状况能给他们带来新的体验和机会，认为这不仅有助于他们收获更多的人气，也可以在此过程中增加他们的生活乐趣。,艾米，一直以来都是一个顾家的人，她更倾向于遵从传统的行为模式，不希望过多地暴露私生活,认为他们的婚姻状况应该是私密的，不应该公之于众。认为这样做会破坏日常生活，并可能带来一些不必要的麻烦。,夫妻,3,144,
婚姻/夫妻/恋爱/亲密关系,婚姻状况公开度,享乐主义,传统,在某些文化和传统中，婚委或恋爱状况可能被视为非公开的私事，这反映了对传统价值观的尊重,新婚夫妇Emily和Lucas面临一个决策，他们是否应该通过社交媒体分享他们的婚姻状况。Emily希望他们的婚姻状况公开分享，可以通过分享婚礼照片和婚后生活的点滴，与亲朋好友分享快乐。而Lucas则相反，他坚信婚姻是私人的，应保持沉默和谦虚，而不是在公共场合展示。这使他们陷入了一个有关婚姻公开度的争议。,Emily，一个积极乐观的女性，常常热衷于分享生活中的快乐时刻，喜欢使用社交媒体与身边的朋友分享生活,决定分享婚姻状况，认为这样可以把快乐传递给更多的人，也方便和朋友们分享生活的喜悦。,Lucas，一个保守的男性，对社交媒体保持了一种谨慎的态度，他认为婚姻是私人的事情，应该尽量在公共场合保持低调,不公开他们的婚姻状况，认为这更符合他的价值观，也能保护婚姻生活不受外界影响。,夫妻,3,145,
婚姻/夫妻/恋爱/亲密关系,婚姻状况公开度,慈善,刺激,根据慈善价值观，某些人可能认为公开他们的婚姻或恋爱状态能够帮助其他人，例如在对待婚姻和恋爱态度上给予他人开放和接纳的示范,麦克和贝拉是一对新婚夫妇，他们刚刚举行了一场美好的婚礼。麦克是一位知名的社会活动家，而贝拉是一位寻求新鲜感和冒险的自由职业者。麦克希望通过公开他们的婚姻状态来展示他的开放态度，并希望他的婚姻能为那些在相似情况下挣扎的人提供指引。然而，贝拉则喜欢低调生活，她希望他们的婚姻状态不要被过多炒作，以保持她个人生活的新鲜感和刺激性。,麦克。麦克是一位公众人物，他热衷于社会活动，以解决社会问题，他认为公开婚姻状态能带给人们信心和希望,决定公开婚姻状态，认为这是一个展示自己慈善行为和理解的机会。,贝拉。贝拉是一位自由职业者，喜欢探索新鲜事物和冒险。她希望保持自己的生活充满多姿多彩和和新鲜感,决定他们保持婚姻状态的低调，认为过多的公开会影响她生活的新鲜感和刺激性。,夫妻,3,146,
婚姻/夫妻/恋爱/亲密关系,夫妻压力处理,自我导向,传统,如果一方希望自由表达和探索自我，而另一方则坚持传统的角色和行为方式，那么就可能发生冲突,在现代节奏快速的生活压力之下，夫妻两人面临着如何处理压力的决策。为了维持和谐的家庭生活，他们需要找到一种方法来释放工作压力。然而，他们对于如何处理压力的方法有着不同的看法和选择，这产生了分歧。,玛丽，一个充满活力、爱好新颖事物的现代女性。她是一个软件开发者，每天面临着大量的工作压力,认为应该通过寻找新的、有趣的事物来疏解压力，比如旅行、探索新的技术或者学习新的技能。认为这样可以帮助自己找到乐趣，同时也能够让工作变得更有意义。,约瑟夫，一个深受传统观念影响的男性，他是一个会计师。他认为工作虽然重要，但家庭才是生活的中心，应该在家庭中寻找压力的疏解,认为应该通过在家庭中寻找压力的疏解，比如固定的家庭聚餐、看电视或者进行一些传统的家庭活动。认为这样可以帮助他保持家庭的和谐，同时也能够从工作中得到休息。,夫妻,3,147,
婚姻/夫妻/恋爱/亲密关系,夫妻压力处理,成就,慈善,如果一方过于追求个人的职业成功，而忽视了对另一方的关心和支持，可能会造成夫妻关系的冲突,Mark和Linda夫妇面临一个决策，那就是Mark是否应该接受一个需要经常出差，但能提升他职业生涯的新工作机会。这个决策的背景是Mark在公司有机会增加他的责任并提升他的职位，这可能会带来更多的社会认可和经济收入。然而，这也意味着他需要长期远离家，使得他们之间的共享时间会大大减少。决策的目的是平衡职业发展与家庭生活的关系。这个决策带来的分歧是Mark对于职业成就的追求和Linda对于家庭和他们之间关系的关心。,Mark，他是一个职业发展快速，有雄心壮志的专业人士，对工作充满热忱，一直以来他都把实现职业目标作为自己的首要任务,决定接受新的工作机会，并制定一个严格的时间表，以便在不影响工作的前提下抽出时间与Linda共度。,Linda，她是一个疼爱家庭的人，提倡亲密的人际关系，积极照顾和支持家人和朋友,认为应该把家庭关系放在第一位，建议Mark谢绝这个新的工作机会，以便两人可以有更多的时间在一起。,夫妻,3,148,
婚姻/夫妻/恋爱/亲密关系,夫妻压力处理,享乐主义,自我导向,一方可能更倾向于追求快乐和享受生活，而另一方则更注重实现个人目标和自我实现，这可能导致夫妻之间的冲突,布鲁斯和艾米是一对夫妻，他们所面临的决策场景是如何处理工作的压力。布鲁斯的工作压力大，而艾米则生活压力大，他们都觉得压力大到极点，需要找到一个方式释放压力。他们的目的是找到一个能够让两人都能从压力中得到解脱，能让他们感到开心和满足的解决方案，但分歧在于他们的方法不同，布鲁斯希望通过喜欢的活动来放松心情，而艾米则希望通过实现自我和提升自己来缓解压力。,布鲁斯，他是一个生活派，喜欢享受生活的每一个瞬间，偏向于追求快乐和享受生活。他的价值观是享乐主义。,认为最好的压力解决方案是定期进行喜欢的活动，比如去旅行，品尝美食，观看电影等，这样可以让自己忘记工作和生活的压力，享受当下的快乐。,艾米，她是一个事业派，注重个人的成长和发展，她相信自我实现能带来快乐和满足，她的价值观是自我导向。,认为最好的压力处理方法是提升自己，可以选择学习新的技能或者研读专业书籍，这样不仅可以提升自己，也可以让自己在追求成长的过程中得到满足，从而忘记压力。,夫妻,3,149,
婚姻/夫妻/恋爱/亲密关系,夫妻压力处理,权力,遵从,如果一方追求在关系中的主导地位，而另一方期望对方遵从自己的想法，那么可能会产生冲突,夫妻两人面临着家庭的一项重大决策，那就是他们的孩子应该去哪所学校读书。他们的儿子刚刚毕业于小学，中学阶段的学校选择对他们来说是一件大事。他们希望能够为儿子选择一个最好的学校，但是对于最好的学校该是如何定义，他们的看法有所分歧。,John，是一个成功的企业家，他通过自己的能力和智慧打造了一个很成功的公司。他的价值观是权力，他习惯于在各种场合中起主导作用。,认为最好的学校应该是那种能够给孩子提供最多机会的学校，比如著名的私立学校，即使付出更高的学费，也觉得值得。,Mary，John的妻子，是一个温柔善良的女性，她把家庭和和谐放在了第一位。她的价值观是遵从，她尊重每一个家庭成员的决定。,认为最好的学校应该是孩子喜欢，并且能提供良好教育环境的学校，不一定需要是所著名的私立学校。应该尊重孩子的选择，让孩子去一个他喜欢的环境中学习。,夫妻,3,150,
婚姻/夫妻/恋爱/亲密关系,夫妻压力处理,安全,刺激,一方可能倾向于寻求稳定和安全，而另一方可能更喜欢刺激和变化，这可能导致夫妻之间的冲突,新冠疫情下，夫妻二人都在家办公，工作压力和家庭琐事让他们开始感受到压力。为了缓解压力，他们决定需要采取一些方式。决策目的是找到一种能帮助他们舒缓压力，同时不会对他们的生活产生负面影响的方式。然而，他们对于应该如何处理这个压力有所分歧。,Linda，一个稳重、务实的人，喜欢统一有序的生活，对于未知的事务总是保持着谨慎的态度。她喜欢一切按照计划进行，不喜欢事物带来太多的变数,建议设定一个清晰的工作和家庭生活的划分，让生活有规律有秩序，并设定定时休息的时间，通过读书、看电影来放松身心，保持稳定的生活节奏来缓解压力。,Tom，一个乐观、开朗的人，他喜欢新鲜事物，善于接受挑战。他认为生活就应该充满变数，才能保持活力。对于处理压力，他认为应该寻找一些新奇的方式,提出他们应该尝试一些新的方式来应对压力，比如去参加一些网络课程，学习一些新的技能，或者是尝试一些他们以前从未尝试过的户外运动等，希望通过体验新鲜事物来缓解压力。,夫妻,3,151,
